Ecotone Unit: Level Logger
Serial Number: 000013151FF7
Probe Number: 000013151FF7
Log Read: 2/25/2024 11:58:00
 
____Date___ ,Time ,_Level_,Units
05/14/2012,22:00,-004.3,in      
05/14/2012,23:00,-002.4,in      
05/15/2012,00:00,-003.8,in      
05/15/2012,01:00,-004.5,in      
05/15/2012,02:00,-004.6,in      
05/15/2012,03:00,-004.6,in      
05/15/2012,04:00,-004.6,in      
05/15/2012,05:00,-004.6,in      
05/15/2012,06:00,-004.5,in      
05/15/2012,07:00,-004.1,in      
05/15/2012,08:00,-003.9,in      
05/15/2012,09:00,-004.0,in      
05/15/2012,10:00,-004.3,in      
05/15/2012,11:00,-004.4,in      
05/15/2012,12:00,-004.4,in      
05/15/2012,13:00,-004.4,in      
05/15/2012,14:00,-004.5,in      
05/15/2012,15:00,-004.5,in      
05/15/2012,16:00,-004.4,in      
05/15/2012,17:00,-004.4,in      
05/15/2012,18:00,-004.5,in      
05/15/2012,19:00,-004.6,in      
05/15/2012,20:00,-004.6,in      
05/15/2012,21:00,-004.6,in      
05/15/2012,22:00,+000.3,in      
05/15/2012,23:00,+004.0,in      
05/16/2012,00:00,+004.9,in      
05/16/2012,01:00,+002.8,in      
05/16/2012,02:00,-001.2,in      
05/16/2012,03:00,-004.3,in      
05/16/2012,04:00,-004.6,in      
05/16/2012,05:00,-004.6,in      
05/16/2012,06:00,-004.6,in      
05/16/2012,07:00,-004.6,in      
05/16/2012,08:00,-004.2,in      
05/16/2012,09:00,-004.1,in      
05/16/2012,10:00,-004.2,in      
05/16/2012,11:00,-004.2,in      
05/16/2012,12:00,-003.9,in      
05/16/2012,13:00,-003.6,in      
05/16/2012,14:00,-004.2,in      
05/16/2012,15:00,-004.4,in      
05/16/2012,16:00,-004.5,in      
05/16/2012,17:00,-004.6,in      
05/16/2012,18:00,-004.6,in      
05/16/2012,19:00,-004.6,in      
05/16/2012,20:00,-004.6,in      
05/16/2012,21:00,-004.7,in      
05/16/2012,22:00,-003.8,in      
05/16/2012,23:00,+001.2,in      
05/17/2012,00:00,+004.7,in      
05/17/2012,01:00,+005.0,in      
05/17/2012,02:00,+003.1,in      
05/17/2012,03:00,-001.1,in      
05/17/2012,04:00,-004.3,in      
05/17/2012,05:00,-004.7,in      
05/17/2012,06:00,-004.6,in      
05/17/2012,07:00,-004.4,in      
05/17/2012,08:00,-004.1,in      
05/17/2012,09:00,-004.0,in      
05/17/2012,10:00,-004.1,in      
05/17/2012,11:00,-004.2,in      
05/17/2012,12:00,-003.9,in      
05/17/2012,13:00,-001.8,in      
05/17/2012,14:00,-002.7,in      
05/17/2012,15:00,-004.2,in      
05/17/2012,16:00,-004.5,in      
05/17/2012,17:00,-004.6,in      
05/17/2012,18:00,-004.6,in      
05/17/2012,19:00,-004.6,in      
05/17/2012,20:00,-004.7,in      
05/17/2012,21:00,-004.7,in      
05/17/2012,22:00,-004.7,in      
05/17/2012,23:00,-004.7,in      
05/18/2012,00:00,-000.7,in      
05/18/2012,01:00,+001.7,in      
05/18/2012,02:00,+001.7,in      
05/18/2012,03:00,-001.1,in      
05/18/2012,04:00,-004.3,in      
05/18/2012,05:00,-004.7,in      
05/18/2012,06:00,-004.6,in      
05/18/2012,07:00,-004.6,in      
05/18/2012,08:00,-004.2,in      
05/18/2012,09:00,-004.0,in      
05/18/2012,10:00,-004.2,in      
05/18/2012,11:00,-004.3,in      
05/18/2012,12:00,-004.3,in      
05/18/2012,13:00,-003.9,in      
05/18/2012,14:00,-003.4,in      
05/18/2012,15:00,-003.8,in      
05/18/2012,16:00,-004.0,in      
05/18/2012,17:00,-004.0,in      
05/18/2012,18:00,-004.1,in      
05/18/2012,19:00,-004.0,in      
05/18/2012,20:00,-004.0,in      
05/18/2012,21:00,-004.0,in      
05/18/2012,22:00,-004.0,in      
05/18/2012,23:00,-004.0,in      
05/19/2012,00:00,-001.6,in      
05/19/2012,01:00,+002.5,in      
05/19/2012,02:00,+003.0,in      
05/19/2012,03:00,+000.3,in      
05/19/2012,04:00,-003.1,in      
05/19/2012,05:00,-004.1,in      
05/19/2012,06:00,-004.1,in      
05/19/2012,07:00,-004.1,in      
05/19/2012,08:00,-004.1,in      
05/19/2012,09:00,-004.2,in      
05/19/2012,10:00,-004.2,in      
05/19/2012,11:00,-004.3,in      
05/19/2012,12:00,-004.3,in      
05/19/2012,13:00,-004.4,in      
05/19/2012,14:00,-004.1,in      
05/19/2012,15:00,-004.3,in      
05/19/2012,16:00,-004.4,in      
05/19/2012,17:00,-004.4,in      
05/19/2012,18:00,-004.4,in      
05/19/2012,19:00,-004.4,in      
05/19/2012,20:00,-004.4,in      
05/19/2012,21:00,-004.4,in      
05/19/2012,22:00,-004.4,in      
05/19/2012,23:00,-004.3,in      
05/20/2012,00:00,-004.3,in      
05/20/2012,01:00,-003.4,in      
05/20/2012,02:00,-000.5,in      
05/20/2012,03:00,-000.5,in      
05/20/2012,04:00,-003.3,in      
05/20/2012,05:00,-004.1,in      
05/20/2012,06:00,-004.1,in      
05/20/2012,07:00,-004.1,in      
05/20/2012,08:00,-004.1,in      
05/20/2012,09:00,-004.1,in      
05/20/2012,10:00,-004.2,in      
05/20/2012,11:00,-004.3,in      
05/20/2012,12:00,-004.4,in      
05/20/2012,13:00,-004.3,in      
05/20/2012,14:00,-004.3,in      
05/20/2012,15:00,-004.4,in      
05/20/2012,16:00,-004.4,in      
05/20/2012,17:00,-004.4,in      
05/20/2012,18:00,-004.4,in      
05/20/2012,19:00,-004.4,in      
05/20/2012,20:00,-004.4,in      
05/20/2012,21:00,-004.3,in      
05/20/2012,22:00,-004.2,in      
05/20/2012,23:00,-004.3,in      
05/21/2012,00:00,-004.3,in      
05/21/2012,01:00,-004.4,in      
05/21/2012,02:00,-004.4,in      
05/21/2012,03:00,-002.9,in      
05/21/2012,04:00,-003.5,in      
05/21/2012,05:00,-004.0,in      
05/21/2012,06:00,-004.0,in      
05/21/2012,07:00,-004.0,in      
05/21/2012,08:00,-003.8,in      
05/21/2012,09:00,-004.0,in      
05/21/2012,10:00,-004.2,in      
05/21/2012,11:00,-004.2,in      
05/21/2012,12:00,-004.1,in      
05/21/2012,13:00,-004.2,in      
05/21/2012,14:00,-004.2,in      
05/21/2012,15:00,-004.2,in      
05/21/2012,16:00,-004.3,in      
05/21/2012,17:00,-004.3,in      
05/21/2012,18:00,-004.4,in      
05/21/2012,19:00,-004.5,in      
05/21/2012,20:00,-004.5,in      
05/21/2012,21:00,-004.2,in      
05/21/2012,22:00,-004.5,in      
05/21/2012,23:00,-004.5,in      
05/22/2012,00:00,-004.5,in      
05/22/2012,01:00,-004.5,in      
05/22/2012,02:00,-004.2,in      
05/22/2012,03:00,-004.2,in      
05/22/2012,04:00,-003.0,in      
05/22/2012,05:00,-003.7,in      
05/22/2012,06:00,-003.9,in      
05/22/2012,07:00,-004.0,in      
05/22/2012,08:00,-003.9,in      
05/22/2012,09:00,-004.0,in      
05/22/2012,10:00,-004.0,in      
05/22/2012,11:00,-004.0,in      
05/22/2012,12:00,-004.0,in      
05/22/2012,13:00,-004.0,in      
05/22/2012,14:00,-004.1,in      
05/22/2012,15:00,-004.2,in      
05/22/2012,16:00,-003.9,in      
05/22/2012,17:00,-003.9,in      
05/22/2012,18:00,-004.0,in      
05/22/2012,19:00,-004.0,in      
05/22/2012,20:00,-004.1,in      
05/22/2012,21:00,-004.2,in      
05/22/2012,22:00,-004.2,in      
05/22/2012,23:00,-004.2,in      
05/23/2012,00:00,-004.2,in      
05/23/2012,01:00,-004.2,in      
05/23/2012,02:00,-004.2,in      
05/23/2012,03:00,-004.2,in      
05/23/2012,04:00,-004.0,in      
05/23/2012,05:00,-003.7,in      
05/23/2012,06:00,-003.8,in      
05/23/2012,07:00,-003.7,in      
05/23/2012,08:00,-003.5,in      
05/23/2012,09:00,-003.7,in      
05/23/2012,10:00,-003.9,in      
05/23/2012,11:00,-004.0,in      
05/23/2012,12:00,-004.1,in      
05/23/2012,13:00,-004.1,in      
05/23/2012,14:00,-004.1,in      
05/23/2012,15:00,-004.2,in      
05/23/2012,16:00,-004.1,in      
05/23/2012,17:00,-004.0,in      
05/23/2012,18:00,-004.1,in      
05/23/2012,19:00,-004.4,in      
05/23/2012,20:00,-004.4,in      
05/23/2012,21:00,-004.4,in      
05/23/2012,22:00,-004.4,in      
05/23/2012,23:00,-004.4,in      
05/24/2012,00:00,-004.4,in      
05/24/2012,01:00,-004.4,in      
05/24/2012,02:00,-004.4,in      
05/24/2012,03:00,-004.4,in      
05/24/2012,04:00,-004.4,in      
05/24/2012,05:00,-004.0,in      
05/24/2012,06:00,-003.8,in      
05/24/2012,07:00,-003.6,in      
05/24/2012,08:00,-003.1,in      
05/24/2012,09:00,-003.6,in      
05/24/2012,10:00,-004.0,in      
05/24/2012,11:00,-004.1,in      
05/24/2012,12:00,-004.2,in      
05/24/2012,13:00,-004.2,in      
05/24/2012,14:00,-004.2,in      
05/24/2012,15:00,-004.2,in      
05/24/2012,16:00,-004.2,in      
05/24/2012,17:00,-004.3,in      
05/24/2012,18:00,-004.4,in      
05/24/2012,19:00,-004.4,in      
05/24/2012,20:00,-004.4,in      
05/24/2012,21:00,-004.4,in      
05/24/2012,22:00,-004.4,in      
05/24/2012,23:00,-004.4,in      
05/25/2012,00:00,-004.4,in      
05/25/2012,01:00,-004.4,in      
05/25/2012,02:00,-004.4,in      
05/25/2012,03:00,-004.4,in      
05/25/2012,04:00,-004.4,in      
05/25/2012,05:00,-004.4,in      
05/25/2012,06:00,-004.3,in      
05/25/2012,07:00,-003.9,in      
05/25/2012,08:00,-003.5,in      
05/25/2012,09:00,-003.8,in      
05/25/2012,10:00,-004.0,in      
05/25/2012,11:00,-004.2,in      
05/25/2012,12:00,-004.2,in      
05/25/2012,13:00,-004.2,in      
05/25/2012,14:00,-004.2,in      
05/25/2012,15:00,-004.2,in      
05/25/2012,16:00,-004.2,in      
05/25/2012,17:00,-004.3,in      
05/25/2012,18:00,-004.3,in      
05/25/2012,19:00,-004.2,in      
05/25/2012,20:00,-004.4,in      
05/25/2012,21:00,-004.3,in      
05/25/2012,22:00,-004.2,in      
05/25/2012,23:00,-004.2,in      
05/26/2012,00:00,-004.2,in      
05/26/2012,01:00,-004.2,in      
05/26/2012,02:00,-004.0,in      
05/26/2012,03:00,-004.1,in      
05/26/2012,04:00,-004.1,in      
05/26/2012,05:00,-003.7,in      
05/26/2012,06:00,-003.7,in      
05/26/2012,07:00,-003.8,in      
05/26/2012,08:00,-003.9,in      
05/26/2012,09:00,-003.8,in      
05/26/2012,10:00,-003.7,in      
05/26/2012,11:00,-004.0,in      
05/26/2012,12:00,-004.1,in      
05/26/2012,13:00,-004.1,in      
05/26/2012,14:00,-004.2,in      
05/26/2012,15:00,-004.2,in      
05/26/2012,16:00,-004.2,in      
05/26/2012,17:00,-004.3,in      
05/26/2012,18:00,-004.3,in      
05/26/2012,19:00,-004.4,in      
05/26/2012,20:00,-004.4,in      
05/26/2012,21:00,-004.3,in      
05/26/2012,22:00,-004.2,in      
05/26/2012,23:00,-004.2,in      
05/27/2012,00:00,-004.2,in      
05/27/2012,01:00,-004.1,in      
05/27/2012,02:00,-004.1,in      
05/27/2012,03:00,-004.2,in      
05/27/2012,04:00,-004.1,in      
05/27/2012,05:00,-004.0,in      
05/27/2012,06:00,-003.9,in      
05/27/2012,07:00,-003.9,in      
05/27/2012,08:00,-003.8,in      
05/27/2012,09:00,-003.9,in      
05/27/2012,10:00,-004.0,in      
05/27/2012,11:00,-004.2,in      
05/27/2012,12:00,-004.2,in      
05/27/2012,13:00,-004.2,in      
05/27/2012,14:00,-004.2,in      
05/27/2012,15:00,-004.3,in      
05/27/2012,16:00,-004.3,in      
05/27/2012,17:00,-004.4,in      
05/27/2012,18:00,-004.4,in      
05/27/2012,19:00,-004.4,in      
05/27/2012,20:00,-004.3,in      
05/27/2012,21:00,-004.2,in      
05/27/2012,22:00,-004.2,in      
05/27/2012,23:00,-003.8,in      
05/28/2012,00:00,-003.8,in      
05/28/2012,01:00,-003.8,in      
05/28/2012,02:00,-003.9,in      
05/28/2012,03:00,-003.9,in      
05/28/2012,04:00,-003.8,in      
05/28/2012,05:00,-003.9,in      
05/28/2012,06:00,-003.8,in      
05/28/2012,07:00,-003.8,in      
05/28/2012,08:00,-003.8,in      
05/28/2012,09:00,-003.7,in      
05/28/2012,10:00,-003.7,in      
05/28/2012,11:00,-003.6,in      
05/28/2012,12:00,-003.8,in      
05/28/2012,13:00,-003.9,in      
05/28/2012,14:00,-003.9,in      
05/28/2012,15:00,-003.9,in      
05/28/2012,16:00,-004.0,in      
05/28/2012,17:00,-004.1,in      
05/28/2012,18:00,-004.3,in      
05/28/2012,19:00,-004.4,in      
05/28/2012,20:00,-004.4,in      
05/28/2012,21:00,-002.4,in      
05/28/2012,22:00,-001.3,in      
05/28/2012,23:00,-003.5,in      
05/29/2012,00:00,-004.0,in      
05/29/2012,01:00,-004.2,in      
05/29/2012,02:00,-004.3,in      
05/29/2012,03:00,-004.3,in      
05/29/2012,04:00,-004.3,in      
05/29/2012,05:00,-004.3,in      
05/29/2012,06:00,-004.0,in      
05/29/2012,07:00,-003.8,in      
05/29/2012,08:00,-003.3,in      
05/29/2012,09:00,-003.5,in      
05/29/2012,10:00,-003.7,in      
05/29/2012,11:00,-003.8,in      
05/29/2012,12:00,-003.9,in      
05/29/2012,13:00,-003.9,in      
05/29/2012,14:00,-004.0,in      
05/29/2012,15:00,-004.0,in      
05/29/2012,16:00,-004.0,in      
05/29/2012,17:00,-004.1,in      
05/29/2012,18:00,-004.2,in      
05/29/2012,19:00,-004.3,in      
05/29/2012,20:00,-004.3,in      
05/29/2012,21:00,-003.1,in      
05/29/2012,22:00,+000.3,in      
05/29/2012,23:00,+000.5,in      
05/30/2012,00:00,-002.4,in      
05/30/2012,01:00,-003.9,in      
05/30/2012,02:00,-004.0,in      
05/30/2012,03:00,-004.1,in      
05/30/2012,04:00,-004.1,in      
05/30/2012,05:00,-004.1,in      
05/30/2012,06:00,-003.7,in      
05/30/2012,07:00,-003.7,in      
05/30/2012,08:00,-003.5,in      
05/30/2012,09:00,-003.7,in      
05/30/2012,10:00,-003.8,in      
05/30/2012,11:00,-003.8,in      
05/30/2012,12:00,-003.9,in      
05/30/2012,13:00,-004.0,in      
05/30/2012,14:00,-003.7,in      
05/30/2012,15:00,-003.8,in      
05/30/2012,16:00,-004.0,in      
05/30/2012,17:00,-004.0,in      
05/30/2012,18:00,-004.0,in      
05/30/2012,19:00,-004.0,in      
05/30/2012,20:00,-003.9,in      
05/30/2012,21:00,-003.9,in      
05/30/2012,22:00,-000.6,in      
05/30/2012,23:00,+002.3,in      
05/31/2012,00:00,+001.8,in      
05/31/2012,01:00,-001.3,in      
05/31/2012,02:00,-003.9,in      
05/31/2012,03:00,-004.2,in      
05/31/2012,04:00,-004.3,in      
05/31/2012,05:00,-003.9,in      
05/31/2012,06:00,-004.0,in      
05/31/2012,07:00,-003.9,in      
05/31/2012,08:00,-003.9,in      
05/31/2012,09:00,-003.8,in      
05/31/2012,10:00,-003.7,in      
05/31/2012,11:00,-003.7,in      
05/31/2012,12:00,-003.3,in      
05/31/2012,13:00,-003.6,in      
05/31/2012,14:00,-003.9,in      
05/31/2012,15:00,-004.0,in      
05/31/2012,16:00,-004.0,in      
05/31/2012,17:00,-004.2,in      
05/31/2012,18:00,-004.3,in      
05/31/2012,19:00,-004.4,in      
05/31/2012,20:00,-004.4,in      
05/31/2012,21:00,-004.4,in      
05/31/2012,22:00,-002.6,in      
05/31/2012,23:00,+003.0,in      
06/01/2012,00:00,+005.3,in      
06/01/2012,01:00,+005.2,in      
06/01/2012,02:00,+000.5,in      
06/01/2012,03:00,-003.4,in      
06/01/2012,04:00,-004.4,in      
06/01/2012,05:00,-004.4,in      
06/01/2012,06:00,-004.4,in      
06/01/2012,07:00,-004.4,in      
06/01/2012,08:00,-003.8,in      
06/01/2012,09:00,-003.6,in      
06/01/2012,10:00,-003.7,in      
06/01/2012,11:00,-003.8,in      
06/01/2012,12:00,-003.9,in      
06/01/2012,13:00,-003.9,in      
06/01/2012,14:00,-004.0,in      
06/01/2012,15:00,-004.0,in      
06/01/2012,16:00,-004.1,in      
06/01/2012,17:00,-004.1,in      
06/01/2012,18:00,-004.2,in      
06/01/2012,19:00,-004.3,in      
06/01/2012,20:00,-004.3,in      
06/01/2012,21:00,-004.2,in      
06/01/2012,22:00,-004.3,in      
06/01/2012,23:00,-004.3,in      
06/02/2012,00:00,-003.4,in      
06/02/2012,01:00,+000.0,in      
06/02/2012,02:00,-000.0,in      
06/02/2012,03:00,-003.1,in      
06/02/2012,04:00,-003.7,in      
06/02/2012,05:00,-003.9,in      
06/02/2012,06:00,-004.0,in      
06/02/2012,07:00,-003.8,in      
06/02/2012,08:00,-003.7,in      
06/02/2012,09:00,-001.5,in      
06/02/2012,10:00,-003.8,in      
06/02/2012,11:00,-003.9,in      
06/02/2012,12:00,-003.9,in      
06/02/2012,13:00,-004.0,in      
06/02/2012,14:00,-004.0,in      
06/02/2012,15:00,-004.1,in      
06/02/2012,16:00,-004.1,in      
06/02/2012,17:00,-004.0,in      
06/02/2012,18:00,-004.2,in      
06/02/2012,19:00,-004.2,in      
06/02/2012,20:00,-004.2,in      
06/02/2012,21:00,-004.3,in      
06/02/2012,22:00,-004.3,in      
06/02/2012,23:00,-004.4,in      
06/03/2012,00:00,-002.4,in      
06/03/2012,01:00,+003.8,in      
06/03/2012,02:00,+004.2,in      
06/03/2012,03:00,+004.2,in      
06/03/2012,04:00,+004.1,in      
06/03/2012,05:00,+000.0,in      
06/03/2012,06:00,-003.3,in      
06/03/2012,07:00,-003.6,in      
06/03/2012,08:00,-003.7,in      
06/03/2012,09:00,-003.8,in      
06/03/2012,10:00,-003.8,in      
06/03/2012,11:00,-004.0,in      
06/03/2012,12:00,-003.5,in      
06/03/2012,13:00,+001.9,in      
06/03/2012,14:00,+004.1,in      
06/03/2012,15:00,+004.0,in      
06/03/2012,16:00,+003.4,in      
06/03/2012,17:00,-000.4,in      
06/03/2012,18:00,-003.7,in      
06/03/2012,19:00,-004.3,in      
06/03/2012,20:00,-004.4,in      
06/03/2012,21:00,-004.4,in      
06/03/2012,22:00,-004.3,in      
06/03/2012,23:00,-004.4,in      
06/04/2012,00:00,-000.8,in      
06/04/2012,01:00,+003.9,in      
06/04/2012,02:00,+004.6,in      
06/04/2012,03:00,+004.5,in      
06/04/2012,04:00,+004.5,in      
06/04/2012,05:00,+004.0,in      
06/04/2012,06:00,+001.2,in      
06/04/2012,07:00,-002.5,in      
06/04/2012,08:00,-003.5,in      
06/04/2012,09:00,-003.8,in      
06/04/2012,10:00,-004.0,in      
06/04/2012,11:00,-003.9,in      
06/04/2012,12:00,-004.0,in      
06/04/2012,13:00,-003.7,in      
06/04/2012,14:00,+001.1,in      
06/04/2012,15:00,+003.9,in      
06/04/2012,16:00,+003.5,in      
06/04/2012,17:00,+000.5,in      
06/04/2012,18:00,-002.8,in      
06/04/2012,19:00,-004.0,in      
06/04/2012,20:00,-004.2,in      
06/04/2012,21:00,-004.3,in      
06/04/2012,22:00,-004.3,in      
06/04/2012,23:00,-004.3,in      
06/05/2012,00:00,-004.3,in      
06/05/2012,01:00,-004.3,in      
06/05/2012,02:00,+000.5,in      
06/05/2012,03:00,+003.8,in      
06/05/2012,04:00,+003.9,in      
06/05/2012,05:00,+002.6,in      
06/05/2012,06:00,-001.2,in      
06/05/2012,07:00,-003.9,in      
06/05/2012,08:00,-003.6,in      
06/05/2012,09:00,-003.9,in      
06/05/2012,10:00,-004.0,in      
06/05/2012,11:00,-004.0,in      
06/05/2012,12:00,-004.1,in      
06/05/2012,13:00,-004.1,in      
06/05/2012,14:00,-004.1,in      
06/05/2012,15:00,-004.1,in      
06/05/2012,16:00,-002.8,in      
06/05/2012,17:00,-003.5,in      
06/05/2012,18:00,-003.9,in      
06/05/2012,19:00,-004.0,in      
06/05/2012,20:00,-004.1,in      
06/05/2012,21:00,-004.2,in      
06/05/2012,22:00,-004.2,in      
06/05/2012,23:00,-004.2,in      
06/06/2012,00:00,-003.8,in      
06/06/2012,01:00,-003.8,in      
06/06/2012,02:00,-004.3,in      
06/06/2012,03:00,-004.3,in      
06/06/2012,04:00,-004.1,in      
06/06/2012,05:00,-002.2,in      
06/06/2012,06:00,-003.5,in      
06/06/2012,07:00,-003.6,in      
06/06/2012,08:00,-003.6,in      
06/06/2012,09:00,-003.0,in      
06/06/2012,10:00,-003.8,in      
06/06/2012,11:00,-003.9,in      
06/06/2012,12:00,-004.0,in      
06/06/2012,13:00,-004.0,in      
06/06/2012,14:00,-004.0,in      
